
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 07월 28일~08월 26일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
의령군,263,08-15,      26.3,      31.6,      22.3,       4.8,      83.2,       5.6,,,    1005.2,    1006.8,       1.0
함양군,264,08-15,      26.0,      31.7,      21.7,       4.4,      84.6,       5.5,,,     989.7,    1006.6,       0.8
진도군,268,08-15,      26.4,      30.5,      23.3,       5.5,,,,,,,       1.8
봉화,271,08-15,      23.4,      29.2,      19.0,       6.5,      79.7,       5.3,,,     972.3,    1007.8,       1.1
영주,272,08-15,      24.7,      30.2,      20.7,       6.0,      77.2,       5.4,,,     984.5,    1007.9,       1.4
문경,273,08-15,      24.7,      29.9,      20.9,       8.1,      79.7,       5.5,,,     988.8,    1008.1,       1.1
청송군,276,08-15,      24.8,      30.7,      20.7,       4.2,      82.1,       5.4,,,     983.7,    1007.0,       1.0
영덕,277,08-15,      25.0,      29.5,      21.5,       5.7,      80.6,       6.3,,,    1004.8,    1009.5,       2.2
의성,278,08-15,      25.5,      31.4,      20.9,       7.1,      76.5,       5.1,,,     999.2,    1008.1,       0.9
구미,279,08-15,      26.0,      31.1,      22.0,       8.0,      77.4,       5.4,,,    1003.1,    1008.4,       1.0
영천,281,08-15,      25.7,      30.7,      21.7,       7.0,      75.4,       5.8,,,     998.0,    1008.5,       1.5
경주시,283,08-15,      26.5,      32.1,      22.5,       4.9,      79.1,       6.4,,,    1002.8,    1007.1,       2.1
경주시,283,08-15,      26.5,      32.1,      22.5,       4.9,      79.1,       6.4,,,    1002.8,    1007.1,       2.1
거창,284,08-15,      24.7,      30.2,      20.8,       7.7,      80.9,       5.1,,,     983.1,    1008.2,       1.0
합천,285,08-15,      25.9,      31.3,      21.9,       7.3,      75.1,       5.2,,,    1004.7,    1008.3,       1.1
밀양,288,08-15,      26.4,      31.5,      22.4,       5.8,      77.6,       5.3,,,    1007.0,    1008.4,       1.3
산청,289,08-15,      25.4,      30.4,      21.8,       8.4,      78.6,       5.2,,,     992.9,    1008.6,       1.1
거제,294,08-15,      26.2,      30.0,      23.2,       9.6,      77.6,       5.7,,,    1003.4,    1007.8,       1.7
남해,295,08-15,      26.3,      30.6,      23.3,       7.7,      78.0,       5.7,,,    1003.4,    1008.6,       1.3
강남,400,08-15,      27.4,      31.5,      24.2,       7.9,,,,,,,       1.6
서초,401,08-15,      27.6,      32.3,      24.1,       8.4,,,,,,,       1.2
강동,402,08-15,      26.8,      31.3,      23.2,       7.6,,,,,,,       1.4
송파,403,08-15,      27.3,      31.5,      24.1,       7.7,,,,,,,       1.6
강서,404,08-15,      26.7,      30.7,      23.6,       7.1,,,,,,,       1.7
양천,405,08-15,      27.6,      31.7,      24.5,       7.7,,,,,,,       1.5
도봉,406,08-15,      26.2,      31.0,      22.4,       7.8,,,,,,,       0.8
노원,407,08-15,      25.9,      30.9,      22.0,       7.0,,,,,,,       1.2
동대문,408,08-15,      27.2,      31.6,      23.9,       8.0,,,,,,,       1.8
중랑,409,08-15,      27.3,      31.4,      24.1,       7.6,,,,,,,       2.1
기상청,410,08-15,      27.0,      30.8,      23.8,       7.1,,,,,,,       1.4
마포,411,08-15,      27.1,      31.0,      23.7,       8.4,,,,,,,       2.2
서대문,412,08-15,      26.0,      30.7,      22.6,       7.3,,,,,,,       1.3
광진,413,08-15,      27.2,      31.4,      23.8,       7.9,,,,,,,       1.7
성북,414,08-15,      26.4,      30.4,      23.1,       6.4,,,,,,,       1.6
용산,415,08-15,      27.5,      31.8,      24.3,       8.3,,,,,,,       1.9
은평,416,08-15,      26.3,      30.5,      22.8,       7.1,,,,,,,       1.5
금천,417,08-15,      26.8,      30.3,      24.0,       8.2,,,,,,,       2.0
중구,419,08-15,      25.7,      30.0,      22.3,       7.8,,,,,,,       1.8
성동,421,08-15,      26.9,      30.7,      24.0,       8.8,,,,,,,       2.2
구로,423,08-15,      26.6,      30.9,      23.4,       8.0,,,,,,,       2.0
강북,424,08-15,      27.3,      31.6,      24.1,       7.6,,,,,,,       1.7
남현,425,08-15,      25.9,      30.0,      22.7,      12.3,,,,,,,       1.1
부천,433,08-15,      27.0,      30.9,      24.2,       6.4,,,,,,,       1.3
안양,434,08-15,      26.8,      30.5,      24.1,       9.5,,,,,,,       2.1
광명,437,08-15,      27.3,      31.1,      24.5,       8.0,,,,,,,       2.0
군포,438,08-15,      26.9,      30.8,      24.0,       9.1,,,,,,,       1.4
김포,441,08-15,      26.1,      30.3,      23.1,       7.0,,,,,,,       1.6
하남,444,08-15,      26.5,      30.8,      23.1,       8.7,,,,,,,       0.8
의왕,445,08-15,      25.7,      29.9,      22.6,      10.1,,,,,,,       0.9
포천,504,08-15,      25.9,      31.2,      22.0,       7.8,,,,,,,       1.3
가평조종,505,08-15,      24.6,      30.3,      20.4,       8.0,,,,,,,       0.9
영등포,510,08-15,      27.8,      31.7,      24.7,       7.9,,,,,,,       1.6
인천연수,512,08-15,      26.9,      31.0,      23.6,       7.7,,,,,,,       1.6
안성,516,08-15,      26.7,      31.4,      23.0,       6.8,,,,,,,       1.1
간성,517,08-15,      24.4,      28.2,      21.1,       8.4,,,,,,,       1.2
평창,526,08-15,      23.8,      29.2,      19.8,       7.0,,,,,,,       1.0
의정부,532,08-15,      25.8,      30.7,      22.0,       8.4,,,,,,,       1.0
횡성,536,08-15,      25.4,      31.0,      21.3,       7.0,,,,,,,       1.0
고양,540,08-15,      26.0,      31.3,      22.0,       6.5,,,,,,,       1.1
남양주,541,08-15,      25.6,      30.8,      21.5,       7.9,,,,,,,       1.0
안산,545,08-15,      26.0,      30.9,      22.2,       5.6,,,,,,,       1.4
경기광주,546,08-15,      25.8,      30.7,      22.1,       8.0,,,,,,,       1.5
여주,548,08-15,      25.5,      30.8,      21.8,       8.2,,,,,,,       0.9
용인,549,08-15,      25.6,      30.6,      21.8,       7.7,,,,,,,       1.2
오산,550,08-15,      26.2,      31.5,      22.6,       6.0,,,,,,,       1.1
평택,551,08-15,      26.9,      31.5,      23.2,       7.5,,,,,,,       1.5
화천,555,08-15,      24.8,      30.8,      20.5,       7.3,,,,,,,       0.8
양구,556,08-15,      24.2,      30.5,      20.4,       7.4,,,,,,,       0.9
시흥,565,08-15,      27.0,      30.8,      23.5,       7.8,,,,,,,       1.6
구리,569,08-15,      26.7,      31.1,      23.2,       7.4,,,,,,,       1.3
금곡,570,08-15,      25.7,      30.1,      22.4,       7.3,,,,,,,       1.3
화성,571,08-15,      26.1,      30.5,      23.0,       5.6,,,,,,,       1.3
성남,572,08-15,      27.1,      31.4,      23.5,       7.2,,,,,,,       1.1
과천,590,08-15,      26.5,      31.1,      22.8,       8.0,,,,,,,       1.6
진부령,595,08-15,      21.7,      25.7,      18.7,       8.4,,,,,,,       2.1
양주,598,08-15,      25.9,      31.0,      21.7,       7.1,,,,,,,       1.2
단양,601,08-15,      25.5,      30.9,      21.6,       6.2,,,,,,,       0.9
진천,602,08-15,      25.2,      30.4,      21.3,       7.5,,,,,,,       1.0
괴산,603,08-15,      25.4,      30.5,      21.0,       7.6,,,,,,,       1.0
옥천,604,08-15,      25.9,      30.8,      21.9,       8.5,,,,,,,       1.0
홍북,608,08-15,      25.8,      30.7,      22.0,       7.5,,,,,,,       1.4
세종연서,611,08-15,      25.4,      30.6,      21.8,       7.7,,,,,,,       1.0
공주,612,08-15,      26.3,      31.3,      22.6,       8.0,,,,,,,       1.2
서천,614,08-15,      26.4,      30.6,      23.1,       8.6,,,,,,,       1.7
논산,615,08-15,      26.3,      31.1,      22.7,       7.1,,,,,,,       1.3
당진,616,08-15,      25.7,      30.3,      22.4,       6.6,,,,,,,       1.6
청양,618,08-15,      25.5,      30.5,      21.5,       8.8,,,,,,,       0.9
음성,619,08-15,      25.3,      30.9,      21.0,       7.6,,,,,,,       1.2
증평,623,08-15,      26.1,      31.4,      22.1,       7.3,,,,,,,       1.0
태안,627,08-15,      26.4,      30.5,      23.4,       6.1,,,,,,,       1.8
예산,628,08-15,      26.6,      31.5,      23.0,       7.5,,,,,,,       1.7
아산,634,08-15,      26.5,      31.2,      23.0,       5.7,,,,,,,       1.7
계룡,636,08-15,      25.8,      30.5,      21.8,       8.6,,,,,,,       0.9
오월드,642,08-15,      27.1,      31.7,      23.4,       9.7,,,,,,,       1.1
세천,643,08-15,      25.9,      30.9,      22.0,       9.5,,,,,,,       1.0
장동,648,08-15,      26.0,      30.9,      22.2,       8.0,,,,,,,       1.1
부평,649,08-15,      26.6,      31.2,      23.3,       8.5,,,,,,,       0.6
연천청산,652,08-15,      26.0,      31.1,      22.1,       6.8,,,,,,,       0.9
양양,670,08-15,      25.5,      29.1,      22.5,      10.4,,,,,,,       1.7
사북,674,08-15,      21.5,      25.4,      18.7,       8.7,,,,,,,       2.4
무안,699,08-15,      26.3,      30.6,      23.2,       6.8,,,,,,,       1.8
무주,701,08-15,      25.3,      31.0,      21.2,       7.9,,,,,,,       1.1
익산,702,08-15,      26.6,      31.4,      23.0,       9.0,,,,,,,       1.5
진안,703,08-15,      24.3,      29.2,      20.4,       9.6,,,,,,,       1.3
담양,706,08-15,      26.2,      30.8,      22.5,       7.9,,,,,,,       1.3
광산,708,08-15,      27.1,      31.8,      23.1,       7.4,,,,,,,       1.6
구례,709,08-15,      26.7,      32.1,      22.9,       7.7,,,,,,,       1.0
나주,710,08-15,      26.8,      32.0,      23.3,       6.7,,,,,,,       1.4
순천시,712,08-15,      27.0,      31.0,      23.8,       6.8,,,,,,,       1.6
광양읍,713,08-15,      26.9,      31.8,      23.2,       7.1,,,,,,,       1.1
조선대,722,08-15,      26.8,      31.3,      23.5,       6.2,,,,,,,       1.7
거문도,723,08-15,      26.9,      29.7,      24.9,       5.4,,,,,,,       3.2
추자도,724,08-15,      26.4,      29.1,      24.5,       4.6,,,,,,,       3.4
장성,730,08-15,      26.1,      31.3,      22.4,       8.7,,,,,,,       1.3
영암,731,08-15,      26.8,      31.1,      23.3,       5.2,,,,,,,       1.9
보성,732,08-15,      25.4,      30.1,      21.9,       7.2,,,,,,,       1.7
완주,734,08-15,      26.6,      31.9,      22.6,      12.1,,,,,,,       1.4
김제,737,08-15,      27.1,      31.6,      23.6,       7.8,,,,,,,       1.9
화순,741,08-15,      26.5,      31.9,      22.9,       6.5,,,,,,,       0.8
함평,754,08-15,      27.0,      31.5,      23.5,       6.0,,,,,,,       1.5
곡성,768,08-15,      26.3,      31.5,      22.5,       8.2,,,,,,,       1.0
성판악,782,08-15,      21.9,      25.3,      19.1,      14.0,,,,,,,       2.2
풍암,788,08-15,      27.6,      32.7,      24.0,       6.8,,,,,,,       1.3
압해도,789,08-15,      26.6,      30.7,      23.8,       5.8,,,,,,,       2.4
영양,801,08-15,      24.2,      29.0,      20.2,       6.6,,,,,,,       1.2
성주,810,08-15,      26.2,      31.2,      22.3,       8.2,,,,,,,       1.0
고령,812,08-15,      26.0,      31.0,      22.1,       8.4,,,,,,,       0.9
청도,813,08-15,      26.1,      31.2,      22.3,       7.2,,,,,,,       1.3
예천,815,08-15,      25.3,      30.8,      21.2,       6.7,,,,,,,       0.9
김천,822,08-15,      26.2,      31.5,      21.9,       8.2,,,,,,,       0.8
군위,823,08-15,      25.7,      31.5,      21.4,       8.4,,,,,,,       1.2
칠곡,825,08-15,      26.3,      31.5,      22.7,       7.1,,,,,,,       1.4
경산,827,08-15,      27.1,      31.9,      23.3,       7.9,,,,,,,       1.8
달성,828,08-15,      26.9,      32.0,      23.1,       8.7,,,,,,,       1.4
대구서구,846,08-15,      27.2,      32.0,      23.5,       9.0,,,,,,,       1.8
신암,860,08-15,      27.0,      31.5,      23.5,       9.1,      72.5,       5.0,       6.4,,    1002.3,    1009.1,       2.2
완산,864,08-15,      27.0,      31.7,      23.4,       8.7,      77.5,       4.7,       6.3,       3.7,    1001.8,    1008.0,       1.6
삼척,876,08-15,      25.8,      29.4,      22.9,       6.7,,,,,,,       1.6
울기,901,08-15,      24.9,      27.5,      22.9,       6.3,,,,,,,       2.5
삼천포,907,08-15,      26.6,      30.2,      24.0,       6.7,,,,,,,       1.6
영도,910,08-15,      25.3,      28.0,      23.3,       5.5,,,,,,,       3.9
고성,918,08-15,      27.0,      31.0,      23.6,       6.6,,,,,,,       1.9
창녕,919,08-15,      27.0,      31.9,      22.9,       7.8,,,,,,,       1.8
함안,920,08-15,      26.4,      31.8,      22.4,       5.8,,,,,,,       1.1
가덕도,921,08-15,      26.2,      29.6,      23.8,       5.2,,,,,,,       3.7
기장,923,08-15,      26.2,      29.9,      23.1,       6.8,,,,,,,       2.0
간절곶,924,08-15,      25.0,      27.2,      22.8,       5.8,,,,,,,       3.8
하동,932,08-15,      27.1,      31.8,      23.5,       8.2,,,,,,,       1.2
해운대,937,08-15,      26.3,      29.8,      23.7,       6.1,,,,,,,       2.5
부산진,938,08-15,      27.0,      30.7,      24.3,       6.1,,,,,,,       2.1
동래,940,08-15,      27.0,      30.6,      24.1,       5.6,,,,,,,       1.9
북구,941,08-15,      26.5,      30.1,      23.7,       5.7,,,,,,,       2.4
부산남구,942,08-15,      27.1,      30.2,      24.8,       5.2,,,,,,,       2.3
정자,949,08-15,      26.3,      30.1,      23.1,       7.7,,,,,,,       2.7
속초,90,08-16,      24.5,      27.7,      21.6,       9.6,      82.8,       4.9,,,    1006.5,    1008.6,       1.8
철원,95,08-16,      24.5,      29.2,      20.7,       7.2,      81.4,       5.5,,,     990.5,    1008.0,       1.8
동두천,98,08-16,      25.2,      30.3,      21.6,       7.3,      77.8,       4.9,,,     995.2,    1007.9,       1.3
파주,99,08-16,      25.0,      29.7,      21.6,       8.0,      84.3,       5.0,,,    1004.3,    1007.8,       1.5
대관령,100,08-16,      19.9,      23.6,      17.0,      11.2,      88.2,       4.1,,,     919.6,    1009.0,       2.5
춘천,101,08-16,      25.4,      30.3,      21.8,       6.6,      80.5,       5.4,,,     999.7,    1008.3,       1.2
백령도,102,08-16,      23.8,      26.9,      21.7,       4.3,      84.6,       5.4,       6.8,,     992.2,    1007.4,       3.6
강릉,105,08-16,      25.2,      28.7,      22.3,      10.2,      77.4,       4.7,,,    1005.9,    1008.9,       1.9
동해,106,08-16,      24.4,      27.9,      21.5,       6.9,      83.2,       5.0,,,    1004.1,    1008.4,       1.8
서울,108,08-16,      26.5,      30.4,      23.5,       7.4,      73.9,       5.0,       6.4,       4.2,     998.3,    1008.0,       2.0
인천,112,08-16,      25.9,      29.5,      23.3,       5.4,      80.8,       6.1,       6.2,       4.1,     999.9,    1007.8,       2.2
원주,114,08-16,      25.7,      30.6,      21.9,       8.1,      76.1,       4.9,,,     991.3,    1008.2,       1.0
울릉도,115,08-16,      24.0,      27.0,      21.9,       6.1,      84.2,       5.8,       6.7,       4.2,     984.1,    1009.1,       3.3
수원,119,08-16,      26.4,      30.6,      23.2,       7.6,      77.5,       5.4,       6.4,       4.2,    1004.2,    1008.3,       1.7
영월,121,08-16,      24.6,      30.3,      20.7,       9.0,      79.8,       5.1,,,     981.3,    1008.4,       1.2
충주,127,08-16,      25.6,      30.6,      21.7,       7.7,      75.7,       5.3,,,     997.2,    1008.3,       1.3
서산,129,08-16,      25.6,      30.1,      22.2,       5.9,      82.4,       5.9,,,    1005.3,    1008.1,       2.1
울진,130,08-16,      24.2,      27.7,      21.4,       7.9,      85.1,       5.5,,,    1003.1,    1008.8,       2.6
청주,131,08-16,      26.5,      31.0,      23.1,       7.4,      73.1,       5.7,       6.4,       4.4,    1001.6,    1008.2,       1.7
대전,133,08-16,      26.4,      30.7,      22.9,       8.0,      77.8,       5.9,       6.3,       4.1,    1000.3,    1008.2,       1.8
추풍령,135,08-16,      24.5,      29.3,      20.8,       8.7,      79.3,       5.1,,,     980.9,    1008.4,       1.6
안동,136,08-16,      25.2,      30.2,      21.4,       8.9,      78.6,       5.5,       6.6,       4.3,     992.8,    1008.8,       1.4
상주,137,08-16,      25.5,      30.5,      21.8,       9.8,      80.0,       5.3,,,     997.0,    1008.1,       1.0
포항,138,08-16,      26.2,      29.5,      23.6,       8.7,      80.0,       5.5,       6.6,       4.3,    1008.6,    1009.0,       2.5
군산,140,08-16,      26.1,      30.1,      23.2,       8.2,      83.4,       6.2,,,    1005.0,    1008.0,       2.7
울산,152,08-16,      26.0,      30.0,      23.0,       8.4,      79.1,       5.3,       6.5,,    1003.9,    1008.6,       2.1
창원,155,08-16,      26.6,      30.5,      23.8,       7.2,      77.7,       5.3,       6.1,,    1005.6,    1008.1,       1.8
광주,156,08-16,      26.8,      31.2,      23.6,       9.7,      78.2,       5.4,       6.4,,     999.7,    1007.9,       2.0
부산,159,08-16,      26.2,      29.5,      23.9,       7.9,      79.6,       6.1,       6.2,       4.1,    1000.4,    1008.4,       3.5
통영,162,08-16,      26.1,      29.8,      23.5,       7.6,      81.9,       5.8,,,    1005.0,    1008.6,       2.3
